partida_id,clave_csi,capitulo,cap_nombre,partida_desc,partida_unidad,n_insumos_mo_eq,ficha,ficha_desc,ficha_unidad,ficha_pagina,score
e7c08140-a091-494c-8883-816d5b751935,08 32 16,08,Puertas y Ventanas,Puerta Abatible de Vidrio Marco de PVC de 0.9x2.10m,PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
e7c08140-a091-494c-8883-816d5b751935,08 32 16,08,Puertas y Ventanas,Puerta Abatible de Vidrio Marco de PVC de 0.9x2.10m,PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
e7c08140-a091-494c-8883-816d5b751935,08 32 16,08,Puertas y Ventanas,Puerta Abatible de Vidrio Marco de PVC de 0.9x2.10m,PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
e7c08140-a091-494c-8883-816d5b751935,08 32 16,08,Puertas y Ventanas,Puerta Abatible de Vidrio Marco de PVC de 0.9x2.10m,PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
e7c08140-a091-494c-8883-816d5b751935,08 32 16,08,Puertas y Ventanas,Puerta Abatible de Vidrio Marco de PVC de 0.9x2.10m,PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
21baad60-3de6-4474-9a92-dd56a945dcaa,08 53 13.1,08,Puertas y Ventanas,Ventana Guillotina de 0.60 m x 0.9m PVC Blanco,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
981be90a-b221-4139-8d5e-7adf646cb948,08 53 13.2,08,Puertas y Ventanas,Ventana Proyectable de 0.6m x 0.6 m (Baños) PVC  Blanco,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
748373fb-01a8-4d6c-abd8-aeb6ab04f392,08 53 13.3,08,Puertas y Ventanas,Ventana en L de 1.20m x 2.12m PVC Blanco,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
95730439-7d05-4673-96cd-eb3e3a839150,08 51 13.1,08,Puertas y Ventanas,Ventana Guillotina de 0.60 m x 0.9m Aluminio Mate,PZA,0,F122003,VENTANA DE ALUMINIO Y VIDRIO FIJO,M2,758,0.5
95730439-7d05-4673-96cd-eb3e3a839150,08 51 13.1,08,Puertas y Ventanas,Ventana Guillotina de 0.60 m x 0.9m Aluminio Mate,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
95730439-7d05-4673-96cd-eb3e3a839150,08 51 13.1,08,Puertas y Ventanas,Ventana Guillotina de 0.60 m x 0.9m Aluminio Mate,PZA,0,F122008,VENTANA MARCO DE ALUMINIO Y CELOSIA ALUMINIO ANOD,M2,763,0.4
9f1ca4e8-b542-4bb3-ac74-9d9488e300f3,08 51 13,08,Puertas y Ventanas,Ventana Corrediza 1.60 m x 1.30 m Aluminio Mate,PZA,0,F122003,VENTANA DE ALUMINIO Y VIDRIO FIJO,M2,758,0.5
9f1ca4e8-b542-4bb3-ac74-9d9488e300f3,08 51 13,08,Puertas y Ventanas,Ventana Corrediza 1.60 m x 1.30 m Aluminio Mate,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
9f1ca4e8-b542-4bb3-ac74-9d9488e300f3,08 51 13,08,Puertas y Ventanas,Ventana Corrediza 1.60 m x 1.30 m Aluminio Mate,PZA,0,F122008,VENTANA MARCO DE ALUMINIO Y CELOSIA ALUMINIO ANOD,M2,763,0.4
34a4e3c9-b206-4521-a692-a8b3c1a57e1e,08 51 13.2,08,Puertas y Ventanas,Ventana Proyectable de 0.6m x 0.6 m (Baños) Aluminio Mate,PZA,0,F122003,VENTANA DE ALUMINIO Y VIDRIO FIJO,M2,758,0.5
34a4e3c9-b206-4521-a692-a8b3c1a57e1e,08 51 13.2,08,Puertas y Ventanas,Ventana Proyectable de 0.6m x 0.6 m (Baños) Aluminio Mate,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
34a4e3c9-b206-4521-a692-a8b3c1a57e1e,08 51 13.2,08,Puertas y Ventanas,Ventana Proyectable de 0.6m x 0.6 m (Baños) Aluminio Mate,PZA,0,F122008,VENTANA MARCO DE ALUMINIO Y CELOSIA ALUMINIO ANOD,M2,763,0.4
d21cd88f-d66b-47db-b475-eabb8ac07846,09 22 13,09,Acabados,Canal Furring de Metal para Soporte de Cielo Falso,M2,2,F081002,INSTALACION DE MOLDURA EN CIELO FALSO,M.L.,486,0.5
d21cd88f-d66b-47db-b475-eabb8ac07846,09 22 13,09,Acabados,Canal Furring de Metal para Soporte de Cielo Falso,M2,2,F084002,CIELO FALSO DE LAMINA PANELIT 2 X 4 X 5 mm,M2,521,0.4
d21cd88f-d66b-47db-b475-eabb8ac07846,09 22 13,09,Acabados,Canal Furring de Metal para Soporte de Cielo Falso,M2,2,F084003,CIELO FALSO DE PANELIT FLEJE METALICO,M2,522,0.4
d21cd88f-d66b-47db-b475-eabb8ac07846,09 22 13,09,Acabados,Canal Furring de Metal para Soporte de Cielo Falso,M2,2,F085003,MALLA ELECTROSOLDADA 6X6 - 2/2 EN CIELO FALSO,M2,527,0.4
1fc5fdc3-ad2c-46fd-9cd5-3d8545c80f7e,09 29 00.4,09,Acabados,Instalación de Cerramiento Cielo Falso de Plafón de 45x45cm (Polaris),M2,2,F081002,INSTALACION DE MOLDURA EN CIELO FALSO,M.L.,486,0.5
1fc5fdc3-ad2c-46fd-9cd5-3d8545c80f7e,09 29 00.4,09,Acabados,Instalación de Cerramiento Cielo Falso de Plafón de 45x45cm (Polaris),M2,2,F084002,CIELO FALSO DE LAMINA PANELIT 2 X 4 X 5 mm,M2,521,0.4
1fc5fdc3-ad2c-46fd-9cd5-3d8545c80f7e,09 29 00.4,09,Acabados,Instalación de Cerramiento Cielo Falso de Plafón de 45x45cm (Polaris),M2,2,F084003,CIELO FALSO DE PANELIT FLEJE METALICO,M2,522,0.4
1fc5fdc3-ad2c-46fd-9cd5-3d8545c80f7e,09 29 00.4,09,Acabados,Instalación de Cerramiento Cielo Falso de Plafón de 45x45cm (Polaris),M2,2,F085003,MALLA ELECTROSOLDADA 6X6 - 2/2 EN CIELO FALSO,M2,527,0.4
8237be17-5833-40e4-8cea-63f0fb64b795,09 29 00.2,09,Acabados,Instalación de Cerramiento Cielo Falso de Laminas de PVC Vinilo,M2,2,F081002,INSTALACION DE MOLDURA EN CIELO FALSO,M.L.,486,0.5
8237be17-5833-40e4-8cea-63f0fb64b795,09 29 00.2,09,Acabados,Instalación de Cerramiento Cielo Falso de Laminas de PVC Vinilo,M2,2,F084002,CIELO FALSO DE LAMINA PANELIT 2 X 4 X 5 mm,M2,521,0.4
8237be17-5833-40e4-8cea-63f0fb64b795,09 29 00.2,09,Acabados,Instalación de Cerramiento Cielo Falso de Laminas de PVC Vinilo,M2,2,F084003,CIELO FALSO DE PANELIT FLEJE METALICO,M2,522,0.4
8237be17-5833-40e4-8cea-63f0fb64b795,09 29 00.2,09,Acabados,Instalación de Cerramiento Cielo Falso de Laminas de PVC Vinilo,M2,2,F085003,MALLA ELECTROSOLDADA 6X6 - 2/2 EN CIELO FALSO,M2,527,0.4
230f718c-78f7-448a-ace0-a8b2c5fae579,09 29 00.3,09,Acabados,Suministro e instalación de Moldura para Cielo Falso (Total),ML,2,F081002,INSTALACION DE MOLDURA EN CIELO FALSO,M.L.,486,0.75
230f718c-78f7-448a-ace0-a8b2c5fae579,09 29 00.3,09,Acabados,Suministro e instalación de Moldura para Cielo Falso (Total),ML,2,F081001,INST./SUM. DE MOLDURA EN CIELO FALSO (PINT.ACEITE),M.L.,485,0.5
230f718c-78f7-448a-ace0-a8b2c5fae579,09 29 00.3,09,Acabados,Suministro e instalación de Moldura para Cielo Falso (Total),ML,2,F084002,CIELO FALSO DE LAMINA PANELIT 2 X 4 X 5 mm,M2,521,0.4
230f718c-78f7-448a-ace0-a8b2c5fae579,09 29 00.3,09,Acabados,Suministro e instalación de Moldura para Cielo Falso (Total),ML,2,F084003,CIELO FALSO DE PANELIT FLEJE METALICO,M2,522,0.4
230f718c-78f7-448a-ace0-a8b2c5fae579,09 29 00.3,09,Acabados,Suministro e instalación de Moldura para Cielo Falso (Total),ML,2,F085003,MALLA ELECTROSOLDADA 6X6 - 2/2 EN CIELO FALSO,M2,527,0.4
d39379d0-e671-404c-914b-a296aa1c7997,09 30 13.1,09,Acabados,Ceramica Piso 43x43 Tipo Brasiliia 222 gris,M2,2,F073001,CERAMICA EN PISO 30 X 30,M2,483,0.667
d39379d0-e671-404c-914b-a296aa1c7997,09 30 13.1,09,Acabados,Ceramica Piso 43x43 Tipo Brasiliia 222 gris,M2,2,F072001,MOLDURA PARA PISO DE CERAMICA DE 0.30X0.30,M.L.,475,0.4
e1d4a3a1-f5cb-43a9-bbe3-f49ddcbde9de,09 30 13.2,09,Acabados,Porcelanato Color Gris  60 cm x 60 cm (Centro de Ceramicas),M2,2,F061001,AFINADO e=0.5 CM,M2,450,0.5
db6ca5f1-b9da-42b5-977e-047081c1d572,09 30 13.6,09,Acabados,Piso de Concreto Pulido o Tarrajeado con Mircrocemento,M2,3,F071001,PISO DE CONCRETO SIMPLE DE 5 CM.,M2,467,0.5
db6ca5f1-b9da-42b5-977e-047081c1d572,09 30 13.6,09,Acabados,Piso de Concreto Pulido o Tarrajeado con Mircrocemento,M2,3,F071002,PISO DE CONCRETO SIMPLE DE 8 CM. CODALEADO FINO,M2,468,0.4
db6ca5f1-b9da-42b5-977e-047081c1d572,09 30 13.6,09,Acabados,Piso de Concreto Pulido o Tarrajeado con Mircrocemento,M2,3,F071003,PISO DE CONCRETO SIMPLE 8 CM. P/ACERA,M2,469,0.4
db6ca5f1-b9da-42b5-977e-047081c1d572,09 30 13.6,09,Acabados,Piso de Concreto Pulido o Tarrajeado con Mircrocemento,M2,3,F071004,PISO DE CONCRETO SIMPLE DE 10 CM. PARA ACERA,M2,470,0.4
db6ca5f1-b9da-42b5-977e-047081c1d572,09 30 13.6,09,Acabados,Piso de Concreto Pulido o Tarrajeado con Mircrocemento,M2,3,F071005,PISO DE CONCRETO SIMPLE 15 Cms.,M2.,471,0.4
3c2e3b16-7f93-4951-becc-e43b2160026e,09 30 13.4,09,Acabados,Cerámica Barcelona Beige Samboro 20 cm x 31 cm Fanasa,M2,2,F061001,AFINADO e=0.5 CM,M2,450,0.5
0ee04fc5-9cdc-4639-a867-d6c968a32157,09 91 13.1,09,Acabados,Pintura Base - Sellador Primer Latex Peninsular Sherwin Williams,M2,2,F172001,PINTURA DE ACEITE,M2,875,0.5
0ee04fc5-9cdc-4639-a867-d6c968a32157,09 91 13.1,09,Acabados,Pintura Base - Sellador Primer Latex Peninsular Sherwin Williams,M2,2,F174001,PINTURA PARA PIZARRON,M2,876,0.5
da41f513-dda9-4e87-b98d-bf19648eac4f,09 91 13.2,09,Acabados,Pintura Base Covermore,M2,2,F172001,PINTURA DE ACEITE,M2,875,0.5
da41f513-dda9-4e87-b98d-bf19648eac4f,09 91 13.2,09,Acabados,Pintura Base Covermore,M2,2,F174001,PINTURA PARA PIZARRON,M2,876,0.5
b9be839e-6077-4031-9f18-4eadedd211b6,09 91 23.1,09,Acabados,Pintura Covermore Pro Cover Latex Lavable,M2,2,F172001,PINTURA DE ACEITE,M2,875,0.5
b9be839e-6077-4031-9f18-4eadedd211b6,09 91 23.1,09,Acabados,Pintura Covermore Pro Cover Latex Lavable,M2,2,F174001,PINTURA PARA PIZARRON,M2,876,0.5
e65d472e-734a-466c-b2bf-96b53d1dd094,09 91 23.2,09,Acabados,Pintura Mate Exterior/Interior Sherwin Williams,M2,2,F172001,PINTURA DE ACEITE,M2,875,0.5
e65d472e-734a-466c-b2bf-96b53d1dd094,09 91 23.2,09,Acabados,Pintura Mate Exterior/Interior Sherwin Williams,M2,2,F174001,PINTURA PARA PIZARRON,M2,876,0.5
adb1594f-90ed-4dcc-86a6-6f73b181c5b6,22 11 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 3/4"" SDR 17",M,2,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.6
adb1594f-90ed-4dcc-86a6-6f73b181c5b6,22 11 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 3/4"" SDR 17",M,2,F101006,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-17",M.L.,544,0.6
adb1594f-90ed-4dcc-86a6-6f73b181c5b6,22 11 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 3/4"" SDR 17",M,2,F101009,"SUMINISTRO DE TUBERIA PVC DE 1"" RD-17",M.L.,547,0.6
adb1594f-90ed-4dcc-86a6-6f73b181c5b6,22 11 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 3/4"" SDR 17",M,2,F101014,"SUMINISTRO DE TUBERIA PVC DE 1-1/2"" RD-17",M.L.,552,0.6
adb1594f-90ed-4dcc-86a6-6f73b181c5b6,22 11 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 3/4"" SDR 17",M,2,F101018,"SUMINISTRO DE TUBERIA PVC DE 2"" RD-17",M.L.,556,0.6
985901f4-dda2-46ff-b948-cdd15fb99bea,22 11 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 3/4"" a 90°",PZA,1,F270032,SUMINISTRO E INSTALACION DE CANAL DE PVC,ML,1107,0.5
985901f4-dda2-46ff-b948-cdd15fb99bea,22 11 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 3/4"" a 90°",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.4
985901f4-dda2-46ff-b948-cdd15fb99bea,22 11 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 3/4"" a 90°",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.4
985901f4-dda2-46ff-b948-cdd15fb99bea,22 11 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 3/4"" a 90°",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.4
985901f4-dda2-46ff-b948-cdd15fb99bea,22 11 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 3/4"" a 90°",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.4
265ac6af-0add-4591-b19b-ffe7efb6eb95,22 11 13.3,22,Plomería,"Suministro e Instalación de Tee de PVC de 3/4""",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.5
265ac6af-0add-4591-b19b-ffe7efb6eb95,22 11 13.3,22,Plomería,"Suministro e Instalación de Tee de PVC de 3/4""",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.5
265ac6af-0add-4591-b19b-ffe7efb6eb95,22 11 13.3,22,Plomería,"Suministro e Instalación de Tee de PVC de 3/4""",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.5
265ac6af-0add-4591-b19b-ffe7efb6eb95,22 11 13.3,22,Plomería,"Suministro e Instalación de Tee de PVC de 3/4""",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.5
265ac6af-0add-4591-b19b-ffe7efb6eb95,22 11 13.3,22,Plomería,"Suministro e Instalación de Tee de PVC de 3/4""",PZA,1,F101006,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-17",M.L.,544,0.5
16fe20cb-4c25-4d97-af85-1bf8afc2eeac,22 11 13.4,22,Plomería,"Suministro e Instalación de Tubería de PVC de 1/2"" SDR 13.5",M,2,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.6
16fe20cb-4c25-4d97-af85-1bf8afc2eeac,22 11 13.4,22,Plomería,"Suministro e Instalación de Tubería de PVC de 1/2"" SDR 13.5",M,2,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.6
16fe20cb-4c25-4d97-af85-1bf8afc2eeac,22 11 13.4,22,Plomería,"Suministro e Instalación de Tubería de PVC de 1/2"" SDR 13.5",M,2,F101013,"SUMINISTRO DE TUBERIA PVC DE 1-1/2"" RD-13.5",M.L.,551,0.6
16fe20cb-4c25-4d97-af85-1bf8afc2eeac,22 11 13.4,22,Plomería,"Suministro e Instalación de Tubería de PVC de 1/2"" SDR 13.5",M,2,F101042,"SUMINISTRO DE TUBERIA PVC DE 6"" RD-13.5",M.L.,580,0.6
16fe20cb-4c25-4d97-af85-1bf8afc2eeac,22 11 13.4,22,Plomería,"Suministro e Instalación de Tubería de PVC de 1/2"" SDR 13.5",M,2,F270032,SUMINISTRO E INSTALACION DE CANAL DE PVC,ML,1107,0.5
4d3aa852-e61d-4a29-aed8-298bfd7a8691,22 11 13.5,22,Plomería,"Suministro e Instalación de Codo de PVC de 1/2"" a 90°",PZA,1,F270032,SUMINISTRO E INSTALACION DE CANAL DE PVC,ML,1107,0.5
4d3aa852-e61d-4a29-aed8-298bfd7a8691,22 11 13.5,22,Plomería,"Suministro e Instalación de Codo de PVC de 1/2"" a 90°",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.4
4d3aa852-e61d-4a29-aed8-298bfd7a8691,22 11 13.5,22,Plomería,"Suministro e Instalación de Codo de PVC de 1/2"" a 90°",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.4
4d3aa852-e61d-4a29-aed8-298bfd7a8691,22 11 13.5,22,Plomería,"Suministro e Instalación de Codo de PVC de 1/2"" a 90°",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.4
4d3aa852-e61d-4a29-aed8-298bfd7a8691,22 11 13.5,22,Plomería,"Suministro e Instalación de Codo de PVC de 1/2"" a 90°",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.4
631472c9-5109-453f-9936-6607eaa476a0,22 11 13.6,22,Plomería,"Suministro e Instalación de Tee de PVC de 1/2""",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.5
631472c9-5109-453f-9936-6607eaa476a0,22 11 13.6,22,Plomería,"Suministro e Instalación de Tee de PVC de 1/2""",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.5
631472c9-5109-453f-9936-6607eaa476a0,22 11 13.6,22,Plomería,"Suministro e Instalación de Tee de PVC de 1/2""",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.5
631472c9-5109-453f-9936-6607eaa476a0,22 11 13.6,22,Plomería,"Suministro e Instalación de Tee de PVC de 1/2""",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.5
631472c9-5109-453f-9936-6607eaa476a0,22 11 13.6,22,Plomería,"Suministro e Instalación de Tee de PVC de 1/2""",PZA,1,F101006,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-17",M.L.,544,0.5
89751b61-1839-4454-9839-c720f6c14e0e,22 11 13.7,22,Plomería,"Suministro e Instalación de Reductor de PVC de 3/4"" a 1/2""",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.5
89751b61-1839-4454-9839-c720f6c14e0e,22 11 13.7,22,Plomería,"Suministro e Instalación de Reductor de PVC de 3/4"" a 1/2""",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.5
89751b61-1839-4454-9839-c720f6c14e0e,22 11 13.7,22,Plomería,"Suministro e Instalación de Reductor de PVC de 3/4"" a 1/2""",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.5
89751b61-1839-4454-9839-c720f6c14e0e,22 11 13.7,22,Plomería,"Suministro e Instalación de Reductor de PVC de 3/4"" a 1/2""",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.5
89751b61-1839-4454-9839-c720f6c14e0e,22 11 13.7,22,Plomería,"Suministro e Instalación de Reductor de PVC de 3/4"" a 1/2""",PZA,1,F101006,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-17",M.L.,544,0.5
2f5a438c-d5b9-4ce8-ae09-ecdaac644eed,22 11 13.8,22,Plomería,"Suministro e Instalación de Tubería de CPVC de 1/2""",M,2,F101004,"SUMINISTRO DE TUBERIA CPVC DE 1/2"" AGUA CALIENTE",M.L.,542,0.5
4b5ce898-4520-4f9c-8762-fca25ef796b6,22 11 13.9,22,Plomería,"Suministro e Instalación de Tee de CPVC de 1/2""",PZA,1,F101004,"SUMINISTRO DE TUBERIA CPVC DE 1/2"" AGUA CALIENTE",M.L.,542,0.5
aecf694d-e6b2-4be1-9d1e-bd4a5504a338,22 11 13.10,22,Plomería,"Suministro e Instalación de Codo de CPVC de 1/2"" a 90°",PZA,1,F101004,"SUMINISTRO DE TUBERIA CPVC DE 1/2"" AGUA CALIENTE",M.L.,542,0.4
f6ac47be-3dd1-4d5b-b5b2-8739f43f0f09,22 11 13.11,22,Plomería,"Suministro e Instalación de Reductor de CPVC de 3/4"" a 1/2""",PZA,1,F101004,"SUMINISTRO DE TUBERIA CPVC DE 1/2"" AGUA CALIENTE",M.L.,542,0.5
7bb2b930-a2b7-4104-8770-de9cf9a6ce1c,22 12 19.4,22,Plomería,Tanque De Reserva Elevado (Sin Incluir Columna) de Capacidad de 750L + Losa Elevada,GLOBAL,1,F270010,TANQUE ELEVADO EMAS,UNID,1096,0.667
7bb2b930-a2b7-4104-8770-de9cf9a6ce1c,22 12 19.4,22,Plomería,Tanque De Reserva Elevado (Sin Incluir Columna) de Capacidad de 750L + Losa Elevada,GLOBAL,1,F113018,LOSA DE LETRINA,M2,723,0.5
d9b4e8f0-5a6d-4d76-b187-d4b1d14df5c7,22 12 19.5,22,Plomería,Tanque De Reserva Elevado (Sin Incluir Columna) de Capacidad de 1100L + Losa Elevada,GLOBAL,1,F270010,TANQUE ELEVADO EMAS,UNID,1096,0.667
d9b4e8f0-5a6d-4d76-b187-d4b1d14df5c7,22 12 19.5,22,Plomería,Tanque De Reserva Elevado (Sin Incluir Columna) de Capacidad de 1100L + Losa Elevada,GLOBAL,1,F113018,LOSA DE LETRINA,M2,723,0.5
d97c0ece-3164-43ab-9544-ad96d2e67268,22 12 19.6,22,Plomería,Tanque De Reserva Elevado (Sin Incluir Columna) de Capacidad de 1700L + Losa Elevada,GLOBAL,1,F270010,TANQUE ELEVADO EMAS,UNID,1096,0.667
d97c0ece-3164-43ab-9544-ad96d2e67268,22 12 19.6,22,Plomería,Tanque De Reserva Elevado (Sin Incluir Columna) de Capacidad de 1700L + Losa Elevada,GLOBAL,1,F113018,LOSA DE LETRINA,M2,723,0.5
302419e3-c196-4ec7-9ee8-6a6163362359,22 12 19.7,22,Plomería,"Tanque De Reserva Elevado (Sin Columna) de Capacidad de 5,000L + Losa Elevada y Columna R5",GLOBAL,0,F270010,TANQUE ELEVADO EMAS,UNID,1096,0.667
302419e3-c196-4ec7-9ee8-6a6163362359,22 12 19.7,22,Plomería,"Tanque De Reserva Elevado (Sin Columna) de Capacidad de 5,000L + Losa Elevada y Columna R5",GLOBAL,0,F113018,LOSA DE LETRINA,M2,723,0.5
45864814-5db3-40d4-ae42-5d7be8ab24ea,22 13 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 2"" SDR 21",M,2,F101007,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-21",M.L.,545,0.6
45864814-5db3-40d4-ae42-5d7be8ab24ea,22 13 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 2"" SDR 21",M,2,F101010,"SUMINISTRO DE TUBERIA PVC DE 1"" RD-21",M.L.,548,0.6
45864814-5db3-40d4-ae42-5d7be8ab24ea,22 13 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 2"" SDR 21",M,2,F101015,"SUMINISTRO DE TUBERIA PVC DE 1-1/2"" RD-21",M.L.,553,0.6
45864814-5db3-40d4-ae42-5d7be8ab24ea,22 13 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 2"" SDR 21",M,2,F101019,"SUMINISTRO DE TUBERIA PVC DE 2"" RD-21",M.L.,557,0.6
45864814-5db3-40d4-ae42-5d7be8ab24ea,22 13 13.1,22,Plomería,"Suministro e Instalación de Tubería de PVC de 2"" SDR 21",M,2,F101025,"SUMINISTRO DE TUBERIA PVC DE 2-1/2"" RD-21",M.L.,563,0.6
a3ae1e61-1f48-4cb2-a143-4172918cbc19,22 13 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 45°",PZA,1,F270032,SUMINISTRO E INSTALACION DE CANAL DE PVC,ML,1107,0.5
a3ae1e61-1f48-4cb2-a143-4172918cbc19,22 13 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 45°",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.4
a3ae1e61-1f48-4cb2-a143-4172918cbc19,22 13 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 45°",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.4
a3ae1e61-1f48-4cb2-a143-4172918cbc19,22 13 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 45°",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.4
a3ae1e61-1f48-4cb2-a143-4172918cbc19,22 13 13.2,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 45°",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.4
de8b63a1-ecb4-4f25-8e14-f8cdff73e05b,22 13 13.3,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 90°",PZA,1,F270032,SUMINISTRO E INSTALACION DE CANAL DE PVC,ML,1107,0.5
de8b63a1-ecb4-4f25-8e14-f8cdff73e05b,22 13 13.3,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 90°",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.4
de8b63a1-ecb4-4f25-8e14-f8cdff73e05b,22 13 13.3,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 90°",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.4
de8b63a1-ecb4-4f25-8e14-f8cdff73e05b,22 13 13.3,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 90°",PZA,1,F101003,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-26",M.L.,541,0.4
de8b63a1-ecb4-4f25-8e14-f8cdff73e05b,22 13 13.3,22,Plomería,"Suministro e Instalación de Codo de PVC de 2"" a 90°",PZA,1,F101005,"SUMINISTRO DE TUBERIA PVC DE 3/4"" RD-13.5",M.L.,543,0.4
709e52cc-dabf-4d19-8609-0262c9287442,22 13 13.4,22,Plomería,"Suministro e Instalación de Tee de PVC de 2""",PZA,1,F101001,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-13.5",M.L.,539,0.5
709e52cc-dabf-4d19-8609-0262c9287442,22 13 13.4,22,Plomería,"Suministro e Instalación de Tee de PVC de 2""",PZA,1,F101002,"SUMINISTRO DE TUBERIA PVC DE 1/2"" RD-17",M.L.,540,0.5
